IUPAC,ion1,ion2,density
3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N][C][Branch1][=N][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][=O],1418
1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring1][C][=C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1499
1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1244.475
triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][P+1][Branch1][Branch1][C][C][O][C][Branch1][Ring1][C][C][C][C],1378
triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][P+1][Branch1][=Branch1][C][C][C][C][C][Branch1][Ring1][C][C][C][C],1302.642857
"N,N-diethyl-N-methylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Ring2][C][C][C][Branch1][C][C][C][C],1420
"N-ethyl-N,N-dimethylprop-2-en-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Ring2][C][C][=C][Branch1][C][C][C],1423.9
"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][C][C][C][C][C][Branch1][C][C][C],1291
"N,N,N-triethyl-2-methoxyethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch1][C][C][O][C][Branch1][Ring1][C][C][C][C],1400
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch1][C][C][O][C][Branch1][C][C][C][C],1411.4
"N,N-diethyl-N-methylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Branch1][C][C][C][C][Branch1][C][C][C][C],1380
"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][=N][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C],1191.1
1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1489.335
1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1488.52
1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C],1505.475
1-(cyclohexylmethyl)-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1417
tetraoctylphosphonium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][P+1][Branch1][=Branch2][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],1066.6
1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1328.05
2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],1330.8
1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Branch1][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1421
"1,3-dibenzyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1434
1-benzyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1492
4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][C],1371.3
1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][Branch1][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1436.75
1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1278.42
1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][#Branch1][C][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1344.51
3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][#Branch1][C][#N][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1609.7
"1-methyl-3-(3-phenylpropyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1455
"1-methyl-3-(2-phenylethyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1470
"N,N-dimethyl-N-propyldecanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][O][C][C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C],1201
"N,N-dimethyl-N-propyl-1-butanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][Branch1][C][C][C][C][Branch1][Ring2][C][C][C][C],1348
"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N+1][Branch1][=Branch2][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],1102.557143
"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N][NH1+1][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][Ring1][Branch1][C][C][C][C][C],1428.3
"4-(dimethylamino)-1-hexyl-pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][N][Branch1][P][C][=C][C][=N+1][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C],1343
"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1416.006667
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Ring2][C][C][C][Branch1][C][C][C],1402.13
"N,N,N-triethyl-1-decanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][O][C][C][C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][C],1218.1
"2-(acetyloxy)-N-ethyl-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C],1458.7
"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1361.5
"1-hexyl-2-ethyl-3,5-dimethylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C],1310.42
"3-cyano-1-octylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][#Branch1][C][#N][C][C][=N+1][Branch1][=Branch1][C][=C][C][=Ring1][=Branch1][C][C][C][C][C][C][C][C],1355.1
"3-cyano-1-hexylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][#Branch1][C][#N][C][C][=N+1][Branch1][=Branch1][C][=C][C][=Ring1][=Branch1][C][C][C][C][C][C],1408.9
1-(2-hydroxyethyl)-3-methylimidazolium nonafluoro-1-butanesulfonate,[F][C][Branch2][Ring1][#C][C][Branch2][Ring1][#Branch1][C][Branch1][S][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F],[O][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1620
1-butyl-3-methyl-1H-imidazolium bis(perfluorobutylsulfonyl)amide,[F][C][Branch2][Ring1][#Branch1][C][Branch1][S][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch2][Ring2][=C][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch2][Ring1][#Branch1][C][Branch1][S][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][F],[C][Branch1][Ring2][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1611.1
"1-ethyl-3-methyl-1H-imidazol-3-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",[F][C][Branch2][Ring1][#Branch1][C][Branch1][S][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][C][F][F][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][F],[C][Branch1][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1546.5
"4-methyl-1-propyl-1,2,4-triazolium trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][N][C][=N][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C],1379.6
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1252.681667
1-butyl-3-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1298.135652
1-butylpyridinium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1314.33
1-butyl-3-methylpyridinium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1288.205
"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N][N][=C][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O],1371.59
"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][C][C][N+1][Branch1][Ring2][C][C][=C][Branch1][C][C][C],1257.5
1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1348.15
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1382.633333
1-octyl-3-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Branch2][C][C][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1191.13
"trihexyltetradecylphosphonium 1,1,1-trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][P+1][Branch1][#C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],982.3
"1-hexyl-4-(4-sulfobutyl)-1H-1,2,4-triazolium trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][NH1+1][N][=C][N][Branch1][Ring2][C][Ring1][Branch1][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O],1317.56
1-hexyl-3-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][=Branch1][C][C][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1238.925
"1-isopentyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][N][=C][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O],1373.32
3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][#Branch1][C][#N][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][C][C],1229.4
3-(2-cyanoethyl)-1-hexyl-1H-imidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][#Branch1][C][#N][C][C][N][C][NH1+1][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C],1285.7
3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][#Branch1][C][#N][C][C][C][N][C][=N+1][Branch1][Branch1][C][=C][Ring1][Branch1][C],1440.9
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][Branch1][C][F][F],[C][Branch1][C][C][C][Branch1][=Branch1][C][N][C][C][N][C][C][C][C],1222
